training_ents,volume,line,text,title,imprint,author,pub_date,pub_place,ht_bib_key,oclc_num,isbn,lccn,from_library,digitized_by,ht_catalog_url,ht_handle,,,,,,,,,,
"the Elmer L. and Eleanor J. Andersen Foundation || Bush Foundation || General Mills Foundation || Honeywell Foundation || Jerome Foundation || McKnight Foundation || Minnesota State Arts Board || the Minnesota State Legislature || Norwest Foundation || Lawrence and Elizabeth Ann O'Shaughncssy Charitable Income Trust || Oswald Family Foundation || Ritz Foundation on behalf of Mr. and Mrs. E.J. Phelps Jr. || John and Beverly Rollwagen Fund of the Minneapolis Foundation || St. Paul Companies, Inc. || Star Tribune Foundation || Target Foundation || U.S. Bancorp Piper Jaffray Foundation",mdp.39015053159615,8,"GRM)
© 2001, Text by Pattiann Rogers
© 2001,Jacket art by PetroneUa J.Ytsma
All rights reserved. Except for brief quotations in critical articles or reviews, no part of this book may be
reproduced in any manner without prior written permission from the publisher: Milkweed Editions.
1011 Washington Avenue South, Suite 300, Minneapolis, Minnesota 55415.
(800) 520-6455
www.milkweed.org / www.worldashome.org
Published 2001 by Milkweed Editions
Printed in the United States of America
Jacket and interior design by Dale Cooney
Jacket art by PetroneUa J.Ytsma
Author photo by Yvonne Mozee
The text of this book is set in Bembo.
01 02 03 04 05 5 4 3 2 1
First Edition
Milkweed Editions, a nonprofit publisher, gratefully acknowledges support from the Elmer L. and
Eleanor J. Andersen Foundation; Bush Foundation; General Mills Foundation; Honeywell Foundation;
Jerome Foundation; McKnight Foundation; Minnesota State Arts Board through an appropriation by the
Minnesota State Legislature; Norwest Foundation on behalf of Norwrst Bank Minnesota; Lawrence and
Elizabeth Ann O'Shaughncssy Charitable Income Trust in honor of Lawrence M. O'Shaughnessy; Oswald
Family Foundation; Ritz Foundation on behalf of Mr. and Mrs. E.J. Phelps Jr.;John and Beverly Rollwagen
Fund of the Minneapolis Foundation; St. Paul Companies, Inc.; Star Tribune Foundation;Target Foundation
on behalf of Dayton's, Mervyns California and Target Stores; U.S. Bancorp Piper Jaffray Foundation on
behalf of U.S. Bancorp Piper Jaffray; and generous individuals.
Library of Congress Cataloging-in-Publication Data
Rogers, Pattiann, 1940-
Song of the world becoming : new and collected poems, 1981-2001 / Pattiann Rogers.—1st ed.
p. cm.
Includes indexes.
ISBN 1-57131-413-X (acid-free paper)
[.Tide
PS3568.0454 S59 2001
811'.54—dc21
00-067863
This book is printed on acid-free paper.","Song of the world becoming : new and collected poems, 1981-2001 / Pattiann Rogers.","Milkweed Editions, 2001.","Rogers, Pattiann, 1940-",2001,mnu,4208519,45505962,"157131413X,9781571314130",67863,umich,google,https://catalog.hathitrust.org/Record/4208519,https://hdl.handle.net/2027/mdp.39015053159615,,,,,,,,,,
The Jerome Foundation ||The First Bank System Foundation || The Arts Develop- ment Fund of the United Arts Council || The McKnight Foundation ||The National Endowment for the Arts || the Minnesota Non- Profits Assistance Fund || the Minneapolis Foundation,uc1.b4401566,13,"Short Stories by Alvin Handelman with graphics by Sharon Brown Minnesota Voices Project Number 39 New RIVERS PRESS 1990 Univ. Library, UC Santa Cruz 1990 Copyright © 1990 by Alvin Handelman Library of Congress Catalog Card Number 89-62209 ISBN 0-89823-113-2 All rights reserved Typesetting and Design by Peregrine Publications Edited by Susan Welch and Richard Broderick Author photo by Carol Holly Three of the stories in Out Far, In Deep have appeared in somewhat different ver- sions in the following publications: “Provide, Provide” and “The Fall” appeared in Twin Cities and ""White Angels” in New England Review. We wish to thank the editors of these publications for permission to reprint these stories here. Out Far, In Deep has been published with the aid of grants from the following organiza- tions: The Jerome Foundation, The First Bank System Foundation, The Arts Develop- ment Fund of the United Arts Council (with partial support from The McKnight Foundation), and The National Endowment for the Arts (with funds appropriated by the Congress of the United States). We also wish to thank the Minnesota Non- Profits Assistance Fund (supported by the Minneapolis Foundation) for its timely and generous support. New Rivers Press books are distributed by The Talman Company","Out far, in deep : short stories / by Alvin Handelman ; with graphics by Sharon Brown.","New Rivers Press ; Distributed by Talman Co., c1990.","Handelman, Alvin.",1990,mnu,9514195,20954373,"8,982,311,329,780,890,000,000","89-62209,89062209",universityofcalifornia,google,https://catalog.hathitrust.org/Record/9514195,https://hdl.handle.net/2027/uc1.b4401566,,,,,,,,,,
"the Minnesota State Arts Board || the Minnesota State Legislature || the National Endowment for the Arts || Dayton's, Mervyn's, and Target stores through the Dayton Hudson Foundation || the Bush Foundation || the McKnight Foundation || the General Mills Foundation || the St. Paul Companies",mdp.39015047577617,19,"Linda Gregg Graywolf Press Saint Paul, Minnesota 828 98189th Copyright © 1999 by Linda Gregg Publication of this volume is made possible in part by a grant provided by the Minnesota State Arts Board through an appropriation by the Minnesota State Legislature, and by a grant from the National Endowment for the Arts. Significant support has also been provided by Dayton's, Mervyn's, and Target stores through the Dayton Hudson Foundation, the Bush Foundation, the McKnight Foundation, the General Mills Foundation, the St. Paul Companies, and other generous contributions from foundations, corporations, and individuals. To these organizations and individuals we offer our heartfelt thanks. Published by Graywolf Press 2402 University Avenue, Suite 203 Saint Paul, Minnesota 55114 All rights reserved. www.graywolfpress.org Published in the United States of America ISBN 1-55597-293-4 2 4 6 8 9 7 5 3 1 First Graywolf Printing, 1999 Library of Congress Catalog Card Number: 99-60734",Things and flesh : poems / by Linda Gregg.,"Graywolf Press, c1999.","Gregg, Linda.",1999,mnu,4055402,42520436,"15,559,729,349,781,500,000,000",99060734,umich,google,https://catalog.hathitrust.org/Record/4055402,https://hdl.handle.net/2027/mdp.39015047577617,,,,,,,,,,
,mdp.39015043788952,20,"EDITIONS 97133 The characters and events in this book are fictitious. Any similarity to real persons, living or dead, is coinci- dental and not intended by the authors. © 1999, Selection and arrangement by Laure-Anne Bosselaar. Each author holds copyright to his or her contribution. © 1999, Cover art by Simone De Sousa All rights reserved. Except for brief quotations in critical articles or reviews, no part of this book may be reproduced in any manner without prior written permission from the publisher: Milkweed Editions, 430 First Avenue North, Minneapolis, MN 55401. (800) 520-6455. www.milkweed.org Distributed by Publishers Group West Published 1999 by Milkweed Editions Printed in the United States of America Cover design by Adrian Morgan, Red Letter Design Cover art by Simone De Sousa Interior design by Donna Burch The text of this book is set in Minion. 99 00 01 02 03 5 4 3 2 1 First Edition The epigraphs on p. xxiv are from: Charles Simic,[""Always the foreigner ..."") from Oprhan Factory (Ann Arbor, Mich.: University of Michigan Press, 1998), 95. Copyright © 1998 by Charles Simic. Reprinted with permission from the University of Michigan Press; and Stanley Kunitz, ""An Old Cracked Tune” from Passing Through: The Later Poems, New and Selected (New York: W. W. Norton, 1995), 21. Copyright © 1995 by Stanley Kunitz. Reprinted with permission from W. W. Norton and Company, Inc. The quote on p. xix is from Richard Hugo, “On Hearing a New Escalation” from What Thou Lovest Well,","Outsiders : poems about rebels, exiles, and renegades / edited by Laure-Anne Bosselaar.","Milkweed Editions, 1999.",,1999,mnu,4028918,40331057,"15,713,140,919,781,500,000,000",98032217,umich,google,https://catalog.hathitrust.org/Record/4028918,https://hdl.handle.net/2027/mdp.39015043788952,,,,,,,,,,
the Minnesota State Arts Board || the Minne- sota State Legislature || the Wells Fargo Foundation Minnesota || the National Endowment for the Arts || the Bush Foundation || Target || the McKnight Foundation || NATIONAL ENDOWMENT FOR THE ARTS || MINNESOTA STATE ARTS BOARD,uc1.32106018466471,18,"Landis EVERSON Edited by Ben Mazer Graywolf Press SAINT PAUL, MINNESOTA Univ. Library. UC Santa Cruz 2006 Copyright © 2006 by Landis Everson Publication of this volume is made possible in part by a grant provided by the Minnesota State Arts Board, through an appropriation by the Minne- sota State Legislature; a grant from the Wells Fargo Foundation Minnesota; and a grant from the National Endowment for the Arts, which believes that a great nation deserves great art. Significant support has also been provided by the Bush Foundation; Target; the McKnight Foundation; and other generous contributions from foundations, corporations, and individu- als. To these organizations and individuals we offer our heartfelt thanks. m uit NATIONAL ENDOWMENT FOR THE ARTS MINNESOTA STATE ARTS BOARD POETRY Winner of the 2005 Emily Dickinson First Book Award established by the Poetry Foundation to recognize an American Poet over the age of 50 who has yet to publish a",Everything preserved : poems 1955-2005 / Landis Everson ; edited by Ben Mazer,"Graywolf Press, 2006","Everson, Landis",2006,mnu,7147205,72058960,"15,559,745,389,781,500,000,000",2006924341,universityofcalifornia,google,https://catalog.hathitrust.org/Record/7147205,https://hdl.handle.net/2027/uc1.32106018466471,,,,,,,,,,
Jerome Foundation || Minnesota State Arts Board || the National Endowment for the Arts || Northwest Area Foundation,mdp.39015029935999,20,"COLLISIONS AND TRANSFORMATIONS NEW AND SELECTED POEMS 1975-1991 COFFEE HOUSE PRESS :: MINNEAPOLIS :: 1992 828 n Copyright © 1992 by Leslie Simon. Cover photograph by Lukas Felzmann. Back cover photograph by Don Schaan. Some of these poems have appeared in Practising Angels, City Lights Review, The Berkeley Poetry Review, Heresies, Erotic by Nature, Left Curve, Oro Madre, Haight Ashbury Literary Journal, Synapse, and Xylophone. The title poem ""Collisions and Transformations"" was inspired by a residency at the Djerassi Foundation in Woodside, California. JAZZ/ is for white girls, too was published by Poetry for the People/Free Spirit Press (San Francisco/Oakland) in 1977. Artaud's Elbow (Berkeley) published i risel you riz/ we born in 1981. Other work by Leslie Simon: High Desire (Wing- bow Press, 1983). Thanks go to Jerome Foundation; Minnesota State Arts Board; the National Endowment for the Arts, a federal agency; and Northwest Area Foundation for support of this project. Coffee House Press books are available to bookstores through our pri- mary distributor, Consortium Book Sales & Distribution, 287 East Sixth Street, Suite 365, Saint Paul, Minnesota 55101. Our books are also avail- able through all major library distributors and jobbers, and through most small press distributors, including Bookpeople, Bookslinger, Inland,","Collisions and transformations : new and selected poems, 1975-1991 / Leslie Simon.","Coffee House Press, 1992.","Simon, Leslie, 1947-",1992,mnu,2710164,24870607,"9,182,739,359,780,910,000,000",91039498,umich,google,https://catalog.hathitrust.org/Record/2710164,https://hdl.handle.net/2027/mdp.39015029935999,,,,,,,,,,
the Minnesota State Arts Board || the Minnesota State Legislature || the National Endowment for the Arts || the Andrew W. Mellon Foundation || the Lila Wallace- Reader's Digest Fund || the McKnight Foundation,mdp.39015037456418,25,"PERCIVAL EVERETT GRAYWOLF PRESS GRAD - 828 E9379 bi Copyright © 1996 by Percival Everett Publication of this volume is made possible in part by a grant provided by the Minnesota State Arts Board through an appropriation by the Minnesota State Legislature, and by a grant from the National Endowment for the Arts. Significant additional support has been provided by the Andrew W. Mellon Foundation, the Lila Wallace- Reader's Digest Fund, the McKnight Foundation, and other generous contributions from foundations, corporations, and individuals. Graywolf Press is a member agency of United Arts, Saint Paul. To these organizations and individuals who make our work possible, we offer heartfelt thanks. Published by Graywolf Press 2402 University Avenue, Suite 203 Saint Paul, Minnesota 55114 All rights reserved. Printed in the United States of America. ISBN 1-55597-238-1 2 4 6 8 9 7 5 3 1 First Graywolf Printing, 1996 Library of Congress Catalog Card Number: 95-80897",Big picture : stories / by Percival Everett.,"Graywolf Press, c1996.","Everett, Percival.",1996,mnu,3067634,34658778,"15,559,723,819,781,500,000,000",95080897,umich,google,https://catalog.hathitrust.org/Record/3067634,https://hdl.handle.net/2027/mdp.39015037456418,,,,,,,,,,
the Minnesota State Arts Board || the Minnesota State Legislature || the Wells Fargo Foundation Minnesota || the National Endowment for the Arts || the Bush Foundation || Target and Mervyn's with support from the Target Foundation || the McKnight Foundation,uc1.32106018731593,12,"SUGARTOWN David Rivard Graywolf Press Saint Paul, Minnesota Univ. Library, UC Santa Cruz 2006 Copyright © 2006 by David Rivard Publication of this volume is made possible in part by a grant provided by the Minnesota State Arts Board, through an appropriation by the Minnesota State Legislature; a grant from the Wells Fargo Foundation Minnesota; and a grant from the National Endowment for the Arts, which believes that a great nation deserves great art. Significant support has also been provided by the Bush Foundation; Target and Mervyn's with support from the Target Foundation; the McKnight Foundation; and other generous contributions from foundations, corporations, and individuals. To these organizations and individuals we offer our heartfelt thanks. lulului NATIONAL ENDOWMENT FOR THE ARTS MINNESOTA STATE ARTS BOARD Published by Graywolf Press 2402 University Avenue, Suite 203 Saint Paul, Minnesota 55114 All rights reserved. www.graywolfpress.org",Sugartown : [poems] / David Rivard,"Graywolf Press, c2006","Rivard, David, 1953-",2006,mnu,5123069,62768837,"155597435X,9781555974350",2005925173,universityofcalifornia,google,https://catalog.hathitrust.org/Record/5123069,https://hdl.handle.net/2027/uc1.32106018731593,,,,,,,,,,
,mdp.39015068803397,20,"COPYRIGHT © 2007 by Yuko Taniguchi
COVER AND BOOK DESIGN by Linda Koutsky
AUTHOR PHOTOGRAPH © Sandra Wenzel Schaumleffel
COFFEE HOUSE PRESS books are available to the trade
through our primary distributor, Consortium Book
Sales & Distribution, 1045 Westgate Drive, Saint Paul, MN
55114. For personal orders, catalogs, or other informa-
tion, write to: Coffee House Press, 27 North Fourth
Street, Suite 400, Minneapolis, MN 55401.
Coffee House Press is a nonprofit literary publishing
house. Support from private foundations, corporate giving
programs, government programs, and generous individu-
als helps make the publication of our books possible. We
gratefully acknowledge their support in detail in the back
of this book.
To you and our many readers around the world, we
send our thanks for your continuing support.
LIBRARY OF CONGRESS CIP INFORMATION
Library of Congress Cataloging-in-Publication Data
Taniguchi, Yuko, 1975-
The ocean in the closet : a novel / by Yuko Taniguchi.
p. cm.
ISBN-13: 978-1-56689-194-3 (alk. paper)
ISBN-10: 1-56689-194-9 (alk. paper)
1. Title.
PS3620.A685034 2007
813.6--dc22
FIRST EDITION | FIRST PRINTING
1 3 5 7 9 8 6 4 2
PRINTEN IN CONTRA",The ocean in the closet : a novel / Yuko Taniguchi,"Coffee House Press, 2007","Taniguchi, Yuko, 1975-",2007,mnu,5560250,76786718,"15,668,919,499,781,500,000,000",2006038347,umich,google,https://catalog.hathitrust.org/Record/5560250,https://hdl.handle.net/2027/mdp.39015068803397,,,,,,,,,,
the Minnesota State Arts Board || the Minnesota State Legislature || the National Endow- ment for the Arts || the Bush Foundation || Dayton's Project Imagine with support from Target Founda- tion || the McKnight Foundation || the Stargazer Foundation,mdp.39015050804726,13,"Jason Shinder Graywolf Press Saint Paul, Minnesota 828 555617am Copyright © 2001 by Jason Shinder Publication of this volume is made possible in part by a grant provided by the Minnesota State Arts Board through an appropriation by the Minnesota State Legislature, and by a grant from the National Endow- ment for the Arts. Significant support has also been provided by the Bush Foundation; Dayton's Project Imagine with support from Target Founda- tion; the McKnight Foundation; a grant made on behalf of the Stargazer Foundation; and other generous contributions from foundations, corpo- rations, and individuals. To these organizations and individuals we offer our heartfelt thanks. Published by Graywolf Press 2402 University Avenue, Suite 203 Saint Paul, MN 55114 All rights reserved. www.graywolfpress.org Published in the United States of America ISBN: 1-55597-320-5 2 4 6 8 9 7 5 3 1 First Graywolf Printing, 2001 Library of Congress Catalog Number: 00-107647",Among women : poems / Jason Shinder.,"Graywolf Press, c2001.","Shinder, Jason, 1955-2008.",2001,mnu,4177772,47262243,"15,559,732,059,781,500,000,000",,umich,google,https://catalog.hathitrust.org/Record/4177772,https://hdl.handle.net/2027/mdp.39015050804726,,,,,,,,,,
the National Endowment for the Arts,uc1.b4366036,18,"LERY VERSITY OF CALIFOANIA WTA CRUZ Univ ! 'hrome !! renda com a non Copyright © 1980 by Kenneth Rosen and DeWitt Hardy Library of Congress Catalog Card Number: 80-50370 ISBN 0-89823-018-7 All Rights Reserved Typesetting: John Minczeski Book Design: Rosen/Hardy Some of these poems have appeared in the following publications: GREEN MOUNTAIN REVIEW, MAINE TIMES, PLOUGH- SHARES, POETRY, SEQUOIA, THE SOUTH CAROLINA REVIEW, VANDERBILT POETRY REVIEW, WESTERN HUMANITIES REVIEW, WORM WOOD REVIEW > Kenneth Rosen is also the author of WHOLE HORSE (Braziller, 1973). BLACK LEAVES has been published with the aid of a generous supporting grant from the National Endowment for the Arts. NEW RIVERS PRESS BOOKS are distributed by: SBD: Small Press Distribution Jeanetta Jones Miller 1636 Ocean View Avenue",Black leaves / Kenneth Rosen ; drawings by DeWitt Hardy,"New Rivers Press, 1980","Rosen, Kenneth, 1940-",1980,miu,6226741,7649144,"8,982,301,879,780,890,000,000",80050370,universityofcalifornia,google,https://catalog.hathitrust.org/Record/6226741,https://hdl.handle.net/2027/uc1.b4366036,,,,,,,,,,
"the Jerome Foundation || the Dayton Hudson Foundation || B. Dalton, Bookseller || The First Bank System Foundation || the United Arts Fund || the McKnight Foundation || the Metropolitan Regional Arts Council || the Minnesota State Legislature",uc1.b4402425,9,"C. J. Hribal Drawings by Tracy Turner Minnesota Voices Project #20 New Rivers Press 1984 Copyright © 1984 by C. J. Hribal and Tracy Turner Library of Congress Catalog Card Number: 84-061823 ISBN: 0-89823-057-8 All rights reserved Book Design: Daren Sinsheimer and C. W. Truesdale Typesetting: Peregrine Cold Type Grateful acknowledgement for suggestions and support is made to: Tom Town- fley and Ron Block, Tobias Wolff and Raymond Carver, C. W.Truesdale, and the extended Hribal-Kornilowizc family. Some places in this book are real, though their geography has been changed. Every character is fictitious. ""Matty's Heart” was a finalist in the 1984 Minnesota Short Story Project. “Stephers” was one of eight finalists in the 1984 Mademoiselle Short Fiction Competition. Matty's Heart has been published with the aid of grant support from the Jerome Foundation, the Dayton Hudson Foundation (with funds provided by B. Dalton, Bookseller), The First Bank System Foundation, the United Arts Fund (with funds provided in part by the McKnight Foundation), and the Metropolitan Regional Arts Council (with funds appropriated by the Minnesota State Legislature). New Rivers Press books are distributed by: Small Press Distribution, Inc.",Matty's heart / C.J. Hribal ; drawings by Tracy Turner.,"New Rivers Press : Distributed by Bookslinger ; Distributed by Small Press Distribution, c1984.","Hribal, C. J.",1984,mnu,6234243,"11,743,003","8,982,305,789,780,890,000,000",84061823,universityofcalifornia,google,https://catalog.hathitrust.org/Record/6234243,https://hdl.handle.net/2027/uc1.b4402425,,,,,,,,,,
the Minnesota State Arts Board || the Bush Foundation || McKnight Foundation || the Minnesota State Arts Board || United Arts,mdp.39015020635812,18,"EDWIN MUIR GRAYWOLF PRESS 8P* A* [WO Copyright © 1954 by Edwin Muir. An Autobiography was first published in 1954 by the Hogarth Press, Ltd., London. The first paperback edition of An Autobiography was published in 1968 by the Seabury Press, New York. Grateful acknowledgment is made to the Oxford University Press for permission to reprint a selection of poems from Collected Poems by Edwin Muir. Copyright © i960 by Willa Muir. Publication of this volume is made possible in part by grants from the Minnesota State Arts Board and the Bush Foundation. Graywolf Press is the recipient of a McKnight Foundation Award administered by the Minnesota State Arts Board and receives generous contributions from corporations, foundations, and individuals. Graywolf Press is a member agency of United Arts, Saint Paul. Published by Graywolf Press 2402 University Avenue, Suite 203 Saint Paul, Minnesota 55114 98765432 First Printing, 1990 Library of Congress Cataloging-in-Publication Data Muir, Edwin, 1887-1959.",An autobiography / Edwin Muir.,"Graywolf Press, [1990]","Muir, Edwin, 1887-1959.",1990,mnu,2372192,"21,335,159","15,559,712,889,781,500,000,000",90003162,umich,google,https://catalog.hathitrust.org/Record/2372192,https://hdl.handle.net/2027/mdp.39015020635812,,,,,,,,,,
"the Jerome Foundation || the Literary Venture Fund || the Minnesota State Arts Board || the Minnesota State Legislature || the National Endowment for the Arts || the McKnight Foundation || Target || the Buuck Family Foundation || the Bush Foundation || the Patrick and Aimee Butler Family Foundation || Consortium Book Sales and Distribution || the Foundation for Contemporary Arts || Stephen and Isabel Keating || Ethan James Litman || the Outagamie Foundation || the Pacific Foundation || the law firm of Schwegman, Lundberg, Woessner & Kluth, P.A. || Charles Steffey and Suzannah Martin || the James R. Thorpe Foundation || the Archie D. and Bertha H. Walker Foundation || TLR/West || the Woessner Freeman Family Foundation || the Minnesota State Arts Board || the Minnesota State Legislature || the National Endowment for the Arts",mdp.39015063339793,168,"COLOPHON
Firmin was designed at Coffee House Press in the historic
warehouse district of downtown Minneapolis.
The text is set in Iowan Old Style.
FUNDER ACKNOWLEDGMENTS
Coffee House Press is an independent nonprofit literary publisher.
Our books are made possible through the generous support of
grants and gifts from many foundations, corporate giving programs,
individuals, and through state and federal support. This book
received special project support from the Jerome Foundation, and
an investment from the Literary Venture Fund, investing in literture
one book at a time, providing a foundation for writers around the
globe. Coffee House Press receives general operating support from
the Minnesota State Arts Board, through an appropriation by the
Minnesota State Legislature and from the National Endowment for
the Arts, a federal agency. Coffee House receives major funding
from the McKnight Foundation, and from Target. Coffee House also
receives significant support from: an anonymous donor; the Buuck
Family Foundation; the Bush Foundation; the Patrick and Aimee
Butler Family Foundation; Consortium Book Sales and
Distribution; the Foundation for Contemporary Arts; Stephen and
Isabel Keating; Ethan James Litman; the Outagamie Foundation; the
Pacific Foundation, the law firm of Schwegman, Lundberg,
Woessner & Kluth, P.A.; Charles Steffey and Suzannah Martin; the
James R. Thorpe Foundation; the Archie D. and Bertha H. Walker
Foundation; TLR/West; the Woessner Freeman Family Foundation;
and many other generous individual donors.
This activity is made possible in part by a
grant from the Minnesota State Arts Board,
through an appropriation by the Minnesota
State Legislature and a grant from the
National Endowment for the Arts.
TARGET.
To you and our many readers across the country,
we send our thanks for your continuing support.",Firmin : adventures of a metropolitan lowlife : a novel / by Sam Savage.,"Coffee House Press, 2006.","Savage, Sam, 1940-2019.",2006,mnu,5222414,62525191,"15,668,918,179,781,500,000,000",2005035803,umich,google,https://catalog.hathitrust.org/Record/5222414,https://hdl.handle.net/2027/mdp.39015063339793,,,,,,,,,,
the Minnesota State Arts Board || the Minnesota State Legislature || the Wells Fargo Foundation Minnesota || the National Endowment for the Arts || the Bush Foundation || the Lannan Foundation || Marshall Field's Project Imagine || the Target Foundation || the McKnight Foundation,mdp.39015055185188,13,"NATASHA TRETHEWEY Graywolf Press SAINT PAUL, MINNESOTA 828 77994 be Copyright © 2002 by Natasha Trethewey Publication of this volume is made possible in part by a grant provided by the Minnesota State Arts Board, through an appropriation by the Minnesota State Legislature, a grant from the Wells Fargo Foundation Minnesota, and a grant from the National Endowment for the Arts. Significant support has also been provided by the Bush Foundation; the Lannan Foundation; Marshall Field's Project Imagine with support from the Target Foundation; the McKnight Foundation; and other generous contributions from foundations, corporations, and individuals. To these organizations and individuals we offer our heartfelt thanks. Published by Graywolf Press 2402 University Avenue, Suite 203 Saint Paul, MN 55114 All rights reserved. www.graywolfpress.org Published in the United States of America ISBN: 1-55597-359-0 1 2 4 6 8 9 7 5 3 First Graywolf Printing, 2002",Bellocq's Ophelia : poems / by Natasha Trethewey.,"Graywolf Press, c2002.","Trethewey, Natasha D., 1966-",2002,mnu,4248746,49381405,"15,559,735,909,781,500,000,000",2001096552,umich,google,https://catalog.hathitrust.org/Record/4248746,https://hdl.handle.net/2027/mdp.39015055185188,,,,,,,,,,
"|| the National Endowment for the Arts || the Minnesota State Arts Board || the Minnesota State Legislature || the National Endowment for the Arts || the Elmer and Eleanor Andersen Foundation || the Buuck Family Foundation || the Bush Foundation || the Grotto Foundation || the Lerner Family Foundation || the McKnight Foun-dation || the Outagamie Foundation || the John and Beverly Rollwagen Foundation || the law firm of Schwegman, Lundberg, Woessner & Kluth, P.A. || Target, Marshall Field's, and Mervyn's with support from the Target Foundation || James R. Thorpe Foundation || West Group || the Woessner Freeman Foundation || the Minnesota State Arts Board || the Minnesota State Legislature || the National Endowment for the Arts || NATIONAL ENDOWMENT FOR THE ARTS || MINNESOTA STATE ARTS BOARD",mdp.39015061751627,277,"FUNDER ACKNOWLEDGMENTS
Coffee House Press is an independent nonprofit literary publisher.
Our books are made possible through the generous support of grants
and gifts from many foundations, corporate giving programs, individ-
uals, and through state and federal support. This project received
major funding from the National Endowment for the Arts, a federal
agency. Coffee House Press has also received support from the
Minnesota State Arts Board, through an appropriation by the
Minnesota State Legislature and by the National Endowment for the
Arts; and from the Elmer and Eleanor Andersen Foundation; the
Buuck Family Foundation; the Bush Foundation; the Grotto
Foundation; the Lerner Family Foundation; the McKnight Foun-
dation; the Outagamie Foundation; the John and Beverly Rollwagen
Foundation; the law firm of Schwegman, Lundberg, Woessner &
Kluth, P.A.; Target, Marshall Field's, and Mervyn's with support from
the Target Foundation; James R. Thorpe Foundation; West Group;
the Woessner Freeman Foundation; and many individual donors.
This activity is made possible
in part by a grant from the
Minnesota State Arts Board,
through an appropriation by the
Minnesota State Legislature
and a grant from the National
Endowment for the Arts.
NATIONAL
ENDOWMENT
FOR THE ARTS
MINNESOTA
STATE ARTS BOARD
To you and our many readers across the country,
we send our thanks for your continuing support.
Good books are brewing
at coffeehousepress.org",The moon in its flight : stories / by Gilbert Sorrentino.,"Coffee House Press ; Distributed to trade by Consortium Book Sales & Distribution, 2004.","Sorrentino, Gilbert.",2004,mnu,4380026,54035284,"15,668,915,239,781,500,000,000",2004000665,umich,google,https://catalog.hathitrust.org/Record/4380026,https://hdl.handle.net/2027/mdp.39015061751627,,,,,,,,,,
Dayton Hudson Foundation on behalf of Dayton's and Target Stores || The Lannan Foundation || The Andrew W. Mellon Foundation || Star Tribune/Cowles Media Company || The McKnight Foundation || the Minnesota State Arts Board || the Minnesota State Legislature || the Lila Wallace-Read- er's Digest Literary Publishers Marketing Development Program || the Council of Literary Magazines and Presses,mdp.39015032958087,27,"Self-Reliance A NOVEL BY MICHAEL BROWNSTEIN COFFEE HOUSE PRESS :: MINNEAPOLIS :: 1994 828 388573 se Copyright © 1994 Michael Brownstein Cover art, Witness (B.E.), by Jane Dickson reproduced courtesy of Brooke Alexander Back cover photograph by Mary Gearhart Excerpt from “I Only Have Eyes For You” (Harry Warren, Al Dubin) © 1934 WARNER BROS. INC. (Renewed) All rights reserved. Used by permission. Excerpt from “People” (Bob Merrill, Jule Styne) © 1963 (Renewed) Chappell & Co. & WONDERFUL MUSIC Inc. All rights administered by CHAPPELL & co. All rights reserved. Used by permission. Excerpt from “The Sun is Shining”. (Elmore James), reprinted with permission, © 1960 (renewed), Arc Music Corporation. All rights reserved. The author wishes to thank the editors of Between C&D, in which part of Chapter 12 first appeared. The publishers would like to thank the following funders for assistance that helped make this book possible: Dayton Hudson Foundation on behalf of Dayton's and Target Stores; The Lannan Foundation; The Andrew W. Mellon Foundation; Star Tribune/Cowles Media Company, The McKnight Foundation; and the Minnesota State Arts Board, through an appropriation by the Minnesota State Legislature. Major new marketing initiatives have been made possible by the Lila Wallace-Read- er's Digest Literary Publishers Marketing Development Program, funded through a grant to the Council of Literary Magazines and Presses.",Self-reliance : a novel / by Michael Brownstein.,"Coffee House Press ; Distributed by Consortium Book Sales & Distribution, 1994.","Brownstein, Michael, 1943-",1994,mnu,2891659,29319653,"15,668,901,879,781,500,000,000","93023690,93023690 //r94",umich,google,https://catalog.hathitrust.org/Record/2891659,https://hdl.handle.net/2027/mdp.39015032958087,,,,,,,,,,
